length,family,f1
340,RNaseP,0.0160642582923173
138,SRP,0.0
75,tRNA,0.0689655169844627
363,tmRNA,0.007547169458121
91,SRP,0.0281690154224634
88,tRNA,0.0
301,RNaseP,0.0092592583969235
113,5S rRNA,0.0
320,RNaseP,0.0
122,5S rRNA,0.0631578937172889
127,5S rRNA,0.0412371084094047
121,5S rRNA,0.0
366,tmRNA,0.0080000003799796
90,SRP,0.0588235296308994
120,5S rRNA,0.0430107526481151
71,tRNA,0.0377358496189117
76,tRNA,0.0370370373129844
75,tRNA,0.0701754391193389
347,tmRNA,0.0078740157186985
320,RNaseP,0.0201005041599273
344,tmRNA,0.0218978095799684
120,5S rRNA,0.0645161271095275
493,SRP,0.0
359,tmRNA,0.0150375934317708
379,23S rRNA,0.0147601477801799
289,RNaseP,0.0
356,tmRNA,0.015748031437397
41,SRP,0.1481481492519378
90,tRNA,0.0
98,SRP,0.0256410259753465
401,RNaseP,0.006993006914854
103,SRP,0.0
75,tRNA,0.0370370373129844
272,SRP,0.0
243,RNaseP,0.0
739,group II intron,0.0
103,5S rRNA,0.0
328,RNaseP,0.0
283,group I intron,0.0
101,SRP,0.1538461595773697
229,group I intron,0.0
271,SRP,0.0186046510934829
120,5S rRNA,0.0215053763240575
339,RNaseP,0.0
77,tRNA,0.0344827584922313
74,tRNA,0.0357142835855484
120,5S rRNA,0.0681818202137947
99,SRP,0.0
130,5S rRNA,0.0
117,5S rRNA,0.0
357,RNaseP,0.0
120,5S rRNA,0.0
356,tmRNA,0.0149812726303935
120,5S rRNA,0.0879120826721191
85,tRNA,0.0322580635547637
75,tRNA,0.0
115,5S rRNA,0.048192773014307
381,tmRNA,0.0218978095799684
77,tRNA,0.0701754391193389
73,tRNA,0.0350877232849597
123,5S rRNA,0.0215053763240575
75,tRNA,0.0
115,5S rRNA,0.0246913582086563
117,5S rRNA,0.0689655095338821
359,tmRNA,0.0151515156030654
357,tmRNA,0.0387596897780895
369,tmRNA,0.0204778164625167
88,tRNA,0.032258067280054
104,5S rRNA,0.0
75,tRNA,0.0
276,SRP,0.0085106389597058
81,SRP,0.0967741906642913
519,SRP,0.0140845077112317
269,SRP,0.0
86,SRP,0.0677966102957725
90,tRNA,0.0983606576919555
397,tmRNA,0.0131578957661986
92,tRNA,0.0
370,tmRNA,0.0142857152968645
354,RNaseP,0.0
85,tRNA,0.0
119,5S rRNA,0.0
74,tRNA,0.0701754465699195
85,tRNA,0.0327868834137916
77,tRNA,0.0
76,tRNA,0.0344827584922313
120,5S rRNA,0.0444444417953491
397,tmRNA,0.0136518776416778
101,SRP,0.053333330899477
448,SRP,0.0281690154224634
424,tmRNA,0.007490636780858
74,tRNA,0.0740740746259689
118,SRP,0.0
72,tRNA,0.036363635212183
290,SRP,0.0
121,5S rRNA,0.0212765969336032
86,SRP,0.0327868871390819
76,tRNA,0.0
118,5S rRNA,0.0666666701436042
116,5S rRNA,0.0229885056614875
114,5S rRNA,0.0232558138668537
368,tmRNA,0.0074626863934099
85,tRNA,0.0317460298538208
106,SRP,0.0238095261156559
119,5S rRNA,0.0
120,5S rRNA,0.0638297870755195
120,5S rRNA,0.0869565233588218
119,5S rRNA,0.0227272734045982
77,tRNA,0.1379310339689254
77,SRP,0.0
76,tRNA,0.0357142835855484
120,5S rRNA,0.0430107526481151
77,tRNA,0.1034482792019844
102,SRP,0.0253164544701576
333,RNaseP,0.0
77,tRNA,0.0350877195596694
366,tmRNA,0.0147058824077248
119,5S rRNA,0.0
386,tmRNA,0.0204081628471612
88,tRNA,0.0333333350718021
331,RNaseP,0.0
347,23S rRNA,0.0242914985865354
315,SRP,0.0
76,tRNA,0.0350877195596694
93,SRP,0.0625
74,tRNA,0.0740740746259689
114,SRP,0.0430107489228248
301,RNaseP,0.0193236730992794
120,5S rRNA,0.0425531938672065
77,SRP,0.1034482792019844
76,tRNA,0.0
119,5S rRNA,0.0439560413360595
298,SRP,0.0
132,5S rRNA,0.0
525,SRP,0.0046948357485234
120,5S rRNA,0.0697674378752708
103,5S rRNA,0.0
294,RNaseP,0.0
234,SRP,0.0
119,5S rRNA,0.0217391308397054
120,5S rRNA,0.0434782616794109
121,5S rRNA,0.0
303,SRP,0.0081967217847704
293,SRP,0.0
83,tRNA,0.0338983051478862
478,telomerase,0.0
350,tmRNA,0.0072992704808712
120,5S rRNA,0.0645161271095275
393,RNaseP,0.0136986300349235
402,tmRNA,0.0072992704808712
302,SRP,0.0
759,group II intron,0.0
85,tRNA,0.0317460298538208
98,SRP,0.0256410278379917
360,tmRNA,0.0144927548244595
101,SRP,0.125
119,5S rRNA,0.0246913582086563
120,5S rRNA,0.0430107526481151
121,5S rRNA,0.0631579011678695
364,tmRNA,0.022727271541953
28,SRP,0.2352941185235977
303,SRP,0.0
291,tmRNA,0.0107526890933513
100,SRP,0.050000000745058
359,tmRNA,0.0221402198076248
76,tRNA,0.1052631586790084
77,tRNA,0.0
120,5S rRNA,0.0
357,group I intron,0.0294117648154497
116,5S rRNA,0.0232558138668537
118,SRP,0.0421052649617195
355,tmRNA,0.0077821006998419
681,23S rRNA,0.0167363993823528
328,group I intron,0.0
101,SRP,0.050000000745058
76,tRNA,0.0
122,5S rRNA,0.0689655169844627
369,RNaseP,0.0216606501489877
270,SRP,0.0
120,5S rRNA,0.0454545468091964
385,RNaseP,0.0
369,tmRNA,0.0206896569579839
340,RNaseP,0.0163265317678451
119,5S rRNA,0.0674157291650772
110,5S rRNA,0.0246913582086563
119,5S rRNA,0.0430107526481151
120,5S rRNA,0.0689655095338821
127,SRP,0.0
116,5S rRNA,0.0227272734045982
326,SRP,0.0
119,5S rRNA,0.0430107526481151
120,5S rRNA,0.0645161271095275
76,tRNA,0.0714285671710968
120,5S rRNA,0.0
98,SRP,0.0540540553629398
244,RNaseP,0.0
355,tmRNA,0.0076335868798196
425,tmRNA,0.0309597495943307
101,SRP,0.055555559694767
301,SRP,0.0
76,tRNA,0.0701754391193389
362,tmRNA,0.0072463769465684
77,tRNA,0.0677966177463531
115,5S rRNA,0.0238095223903656
77,tRNA,0.0338983051478862
358,16S rRNA,0.0
294,RNaseP,0.0
38,SRP,0.0869565233588218
104,SRP,0.0
78,tRNA,0.0350877195596694
481,RNaseP,0.0
272,SRP,0.0
509,SRP,0.0
76,tRNA,0.0400000028312206
117,5S rRNA,0.0919540226459503
350,tmRNA,0.0073800738900899
77,tRNA,0.0357142835855484
87,tRNA,0.0322580635547637
120,5S rRNA,0.0
345,tmRNA,0.0078431367874145
74,tRNA,0.039215687662363
85,tRNA,0.0634920597076416
213,SRP,0.0254777073860168
118,5S rRNA,0.0217391308397054
355,tmRNA,0.0152091244235634
119,5S rRNA,0.0217391289770603
451,group I intron,0.0
130,5S rRNA,0.0645161345601081
116,5S rRNA,0.0227272734045982
97,SRP,0.0563380271196365
385,tmRNA,0.0149812726303935
1525,16S rRNA,0.0
119,5S rRNA,0.0212765950709581
101,SRP,0.0
336,group I intron,0.0
76,tRNA,0.0344827584922313
451,telomerase,0.0
331,RNaseP,0.0
293,RNaseP,0.0198019817471504
117,5S rRNA,0.0
120,5S rRNA,0.0215053763240575
369,tmRNA,0.0143884886056184
101,SRP,0.0
359,tmRNA,0.0233463030308485
102,SRP,0.0
125,5S rRNA,0.0421052612364292
355,RNaseP,0.0
121,5S rRNA,0.0229885056614875
353,tmRNA,0.007905138656497
76,tRNA,0.0
366,tmRNA,0.0076045617461204
302,SRP,0.0
115,5S rRNA,0.0232558138668537
118,5S rRNA,0.0222222208976745
79,SRP,0.1666666716337204
116,5S rRNA,0.0454545468091964
285,RNaseP,0.0104712033644318
318,SRP,0.0155038768425583
119,5S rRNA,0.0232558138668537
115,5S rRNA,0.0229885056614875
364,tmRNA,0.0075187971815466
116,5S rRNA,0.0229885075241327
384,tmRNA,0.0211267620325088
523,SRP,0.0141843976452946
33,SRP,0.105263166129589
118,5S rRNA,0.0
120,5S rRNA,0.0
117,5S rRNA,0.0705882385373115
120,5S rRNA,0.0666666701436042
380,tmRNA,0.0070671383291482
88,SRP,0.095238097012043
118,5S rRNA,0.0
104,SRP,0.0
307,RNaseP,0.0179372206330299
119,5S rRNA,0.0
75,tRNA,0.0740740820765495
120,5S rRNA,0.0689655095338821
126,5S rRNA,0.0210526324808597
355,tmRNA,0.007272726856172
119,5S rRNA,0.0434782579541206
139,SRP,0.0
77,tRNA,0.0
277,SRP,0.0360360369086265
316,tmRNA,0.0084745762869715
75,tRNA,0.1111111119389534
118,5S rRNA,0.0215053763240575
332,RNaseP,0.0
115,5S rRNA,0.0666666626930236
121,5S rRNA,0.0919540226459503
105,SRP,0.0
293,RNaseP,0.00985221657902
119,5S rRNA,0.0434782616794109
355,16S rRNA,0.0
76,tRNA,0.0338983051478862
604,23S rRNA,0.0044444445520639
282,SRP,0.0092592593282461
121,5S rRNA,0.0860215052962303
355,tmRNA,0.0076045622117817
117,5S rRNA,0.0227272734045982
74,tRNA,0.105263166129589
392,RNaseP,0.0068728518672287
291,RNaseP,0.0
369,RNaseP,0.0072202170267701
359,16S rRNA,0.0078125
363,tmRNA,0.0075471699237823
105,SRP,0.0
119,5S rRNA,0.0215053763240575
349,tmRNA,0.0149253737181425
77,tRNA,0.0
119,5S rRNA,0.0
121,5S rRNA,0.1395348757505417
77,tRNA,0.1355932354927063
331,RNaseP,0.0090497732162475
117,5S rRNA,0.0219780206680297
76,tRNA,0.0357142835855484
118,5S rRNA,0.0434782616794109
356,tmRNA,0.0151515146717429
339,RNaseP,0.0082304524257779
100,SRP,0.0821917802095413
119,5S rRNA,0.0444444417953491
121,5S rRNA,0.0860215052962303
370,tmRNA,0.0
117,5S rRNA,0.0
120,5S rRNA,0.0
316,SRP,0.0253164544701576
120,5S rRNA,0.0
655,16S rRNA,0.0082474220544099
236,tmRNA,0.0310077536851167
120,5S rRNA,0.0235294122248888
354,tmRNA,0.0150943398475646
297,SRP,0.0086956527084112
685,23S rRNA,0.0
119,5S rRNA,0.0217391308397054
75,tRNA,0.0350877195596694
314,SRP,0.007905138656497
371,RNaseP,0.0
121,5S rRNA,0.0
119,5S rRNA,0.0217391308397054
280,SRP,0.0087336236611008
120,5S rRNA,0.0439560413360595
85,tRNA,0.0
75,tRNA,0.0714285671710968
325,RNaseP,0.0169491525739431
117,5S rRNA,0.0
602,group I intron,0.004739336669445
123,5S rRNA,0.0210526324808597
368,RNaseP,0.0076923076994717
282,SRP,0.0181818194687366
75,tRNA,0.0344827584922313
302,SRP,0.0164609048515558
339,RNaseP,0.0
120,5S rRNA,0.0219780206680297
384,RNaseP,0.0
94,SRP,0.135135143995285
77,SRP,0.2413793206214904
119,5S rRNA,0.0434782579541206
75,tRNA,0.0689655169844627
353,tmRNA,0.0
119,5S rRNA,0.0212765950709581
118,5S rRNA,0.0652173906564712
575,group I intron,0.0
343,group I intron,0.0
111,5S rRNA,0.0238095242530107
33,SRP,0.105263166129589
117,5S rRNA,0.0493827164173126
250,SRP,0.0099502485245466
76,tRNA,0.0338983051478862
120,5S rRNA,0.0459770150482654
122,5S rRNA,0.0425531938672065
139,SRP,0.0
84,tRNA,0.0
119,5S rRNA,0.0246913582086563
76,tRNA,0.0701754391193389
350,tmRNA,0.0
117,5S rRNA,0.0253164563328027
352,tmRNA,0.0
363,tmRNA,0.0
299,SRP,0.0
361,tmRNA,0.0
175,SRP,0.0
355,tmRNA,0.0
605,23S rRNA,0.0
360,tmRNA,0.0
75,tRNA,0.0701754391193389
360,tmRNA,0.0
116,5S rRNA,0.0227272734045982
270,SRP,0.009132420644164
120,5S rRNA,0.0879120901226997
70,tRNA,0.0851063802838325
302,SRP,0.0
121,5S rRNA,0.0240963846445083
306,SRP,0.0
294,RNaseP,0.0
397,tmRNA,0.0273972619324922
297,SRP,0.0183486249297857
118,5S rRNA,0.0
121,5S rRNA,0.0
90,SRP,0.09375
78,tRNA,0.0
299,SRP,0.0
480,group I intron,0.0055096424184739
249,RNaseP,0.0344827584922313
346,tmRNA,0.0077220080420374
125,5S rRNA,0.020833333954215
305,SRP,0.0
280,SRP,0.0436681248247623
388,tmRNA,0.006993006914854
89,SRP,0.0
302,SRP,0.0
76,tRNA,0.0689655169844627
368,tmRNA,0.0153846153989434
120,5S rRNA,0.0217391308397054
99,SRP,0.0
104,SRP,0.1190476268529892
121,5S rRNA,0.0
76,tRNA,0.0
350,tmRNA,0.0148148145526647
441,16S rRNA,0.0121951224282383
366,tmRNA,0.0
119,5S rRNA,0.0
625,group II intron,0.0
119,5S rRNA,0.0
303,SRP,0.0
120,5S rRNA,0.0217391308397054
394,tmRNA,0.0068965516984462
231,SRP,0.0
120,5S rRNA,0.0
356,tmRNA,0.0
380,tmRNA,0.0072463764809072
79,SRP,0.0370370410382747
120,5S rRNA,0.0
104,SRP,0.0243902429938316
540,16S rRNA,0.0054794522002339
273,SRP,0.0173160172998905
120,5S rRNA,0.0470588207244873
72,tRNA,0.075471706688404
120,5S rRNA,0.0631579011678695
120,5S rRNA,0.0842105224728584
120,5S rRNA,0.0470588244497776
115,5S rRNA,0.0
143,16S rRNA,0.0
72,tRNA,0.0689655169844627
392,group I intron,0.0
120,5S rRNA,0.0210526306182146
120,5S rRNA,0.0229885075241327
119,5S rRNA,0.0645161271095275
115,5S rRNA,0.0222222208976745
75,tRNA,0.0727272778749466
120,5S rRNA,0.0
121,5S rRNA,0.0215053763240575
120,5S rRNA,0.0
104,SRP,0.095238097012043
412,RNaseP,0.0063694268465042
87,SRP,0.0882352963089943
76,tRNA,0.0
360,tmRNA,0.0232558120042085
147,16S rRNA,0.0
405,RNaseP,0.006472491659224
489,16S rRNA,0.0221606642007827
101,SRP,0.0
232,SRP,0.0
115,5S rRNA,0.0
82,SRP,0.1666666567325592
118,5S rRNA,0.0
117,5S rRNA,0.0240963846445083
119,5S rRNA,0.0425531901419162
76,tRNA,0.0344827584922313
119,5S rRNA,0.0652173906564712
117,5S rRNA,0.0229885056614875
375,group I intron,0.0
115,5S rRNA,0.0
398,tmRNA,0.019672131165862
119,5S rRNA,0.0219780206680297
116,5S rRNA,0.0476190522313118
359,tmRNA,0.0229007638990879
369,tmRNA,0.007407406810671
127,SRP,0.0
404,tmRNA,0.0136054418981075
269,SRP,0.0088888891041278
106,SRP,0.0240963865071535
120,5S rRNA,0.0681818127632141
363,tmRNA,0.0074626863934099
98,SRP,0.1388888955116272
294,RNaseP,0.0295566506683826
77,tRNA,0.0689655169844627
100,SRP,0.0259740278124809
244,RNaseP,0.037735853344202
486,16S rRNA,0.0
101,SRP,0.0
102,SRP,0.0481927692890167
118,5S rRNA,0.0481927692890167
646,group I intron,0.0
96,SRP,0.0
77,tRNA,0.0333333313465118
134,16S rRNA,0.0
295,RNaseP,0.0098522175103425
357,tmRNA,0.0291970819234848
76,tRNA,0.0677966102957725
123,5S rRNA,0.0222222208976745
118,5S rRNA,0.0217391289770603
114,5S rRNA,0.0465116314589977
370,tmRNA,0.0140350889414548
75,tRNA,0.0
305,RNaseP,0.0090909097343683
75,tRNA,0.0
290,SRP,0.0169491525739431
284,SRP,0.0089686103165149
619,group II intron,0.0
113,SRP,0.0
120,5S rRNA,0.0
87,tRNA,0.03125
366,tmRNA,0.0228136871010065
273,SRP,0.0
294,RNaseP,0.0195121951401233
278,SRP,0.0
70,tRNA,0.0444444417953491
363,tmRNA,0.0359712243080139
117,5S rRNA,0.0
295,SRP,0.0088105732575058
364,tmRNA,0.0075187971815466
110,SRP,0.0235294103622436
76,tRNA,0.0350877195596694
65,tRNA,0.0800000056624412
396,tmRNA,0.0
443,telomerase,0.0
118,5S rRNA,0.0449438206851482
76,tRNA,0.0714285671710968
377,tmRNA,0.0141342747956514
334,RNaseP,0.0170940160751342
118,5S rRNA,0.0
120,5S rRNA,0.0645161271095275
121,5S rRNA,0.0
404,RNaseP,0.0079681277275085
274,group I intron,0.0099009899422526
295,SRP,0.0
124,5S rRNA,0.0222222208976745
101,SRP,0.0
279,SRP,0.0
311,RNaseP,0.0175438597798347
348,RNaseP,0.0
120,5S rRNA,0.0
118,5S rRNA,0.0
118,5S rRNA,0.0645161271095275
360,tmRNA,0.0389105044305324
118,5S rRNA,0.0
119,5S rRNA,0.0434782616794109
119,5S rRNA,0.0
404,tmRNA,0.0393442623317241
367,tmRNA,0.0074349450878798
75,tRNA,0.0384615398943424
349,tmRNA,0.0228136889636516
107,5S rRNA,0.0845070481300354
116,5S rRNA,0.0454545468091964
352,tmRNA,0.0077821011655032
299,SRP,0.0
119,5S rRNA,0.0430107526481151
90,tRNA,0.0615384615957737
76,tRNA,0.0344827584922313
77,tRNA,0.0338983051478862
90,SRP,0.0303030312061309
76,tRNA,0.0344827584922313
119,5S rRNA,0.0
121,5S rRNA,0.0659340694546699
356,RNaseP,0.0
78,tRNA,0.0350877195596694
365,tmRNA,0.0224719084799289
442,group I intron,0.0
85,tRNA,0.0
101,SRP,0.0259740259498357
297,SRP,0.0
121,5S rRNA,0.0210526324808597
289,tmRNA,0.0189573466777801
102,SRP,0.1081081107258796
120,5S rRNA,0.0645161271095275
72,tRNA,0.036363635212183
268,SRP,0.0284360200166702
125,5S rRNA,0.020833333954215
118,5S rRNA,0.0235294122248888
85,tRNA,0.0
119,5S rRNA,0.0
98,SRP,0.0579710118472576
291,tmRNA,0.0
348,RNaseP,0.0
118,SRP,0.0439560413360595
406,tmRNA,0.0131147541105747
62,tRNA,0.0
304,SRP,0.0
272,SRP,0.0095238098874688
362,tmRNA,0.0072463769465684
35,SRP,0.3157894611358642
310,RNaseP,0.0
75,tRNA,0.105263166129589
530,23S rRNA,0.0119760483503341
120,5S rRNA,0.0430107526481151
119,5S rRNA,0.0652173906564712
77,tRNA,0.0
120,5S rRNA,0.0215053763240575
366,tmRNA,0.0141342747956514
53,SRP,0.0
118,SRP,0.0833333358168602
129,5S rRNA,0.0
75,tRNA,0.0714285671710968
506,group I intron,0.0
123,5S rRNA,0.0215053763240575
302,SRP,0.0337552726268768
242,23S rRNA,0.0
117,5S rRNA,0.0
467,RNaseP,0.0114942528307437
97,SRP,0.0555555559694767
370,tmRNA,0.0143369175493717
104,5S rRNA,0.0
118,SRP,0.0421052649617195
301,RNaseP,0.0096618365496397
126,5S rRNA,0.1086956560611724
120,5S rRNA,0.0430107526481151
76,tRNA,0.0
75,tRNA,0.0338983088731765
116,5S rRNA,0.0229885056614875
77,tRNA,0.0714285671710968
116,5S rRNA,0.0444444417953491
294,RNaseP,0.0097560975700616
91,SRP,0.0645161271095275
355,tmRNA,0.0074349446222186
115,5S rRNA,0.0
375,tmRNA,0.0
116,5S rRNA,0.0
120,5S rRNA,0.0
103,SRP,0.0
338,RNaseP,0.0077519384212791
307,SRP,0.0
108,SRP,0.0
366,tmRNA,0.0076045617461204
474,RNaseP,0.0
300,SRP,0.0
54,SRP,0.0
294,tmRNA,0.0111111113801598
77,tRNA,0.0
77,tRNA,0.0357142835855484
77,SRP,0.0714285671710968
351,tmRNA,0.0
317,SRP,0.025000000372529
118,5S rRNA,0.0439560450613498
119,5S rRNA,0.0645161271095275
310,SRP,0.0081300809979438
120,5S rRNA,0.0
100,SRP,0.0
117,5S rRNA,0.0
119,5S rRNA,0.0
73,SRP,0.039215687662363
119,5S rRNA,0.0449438244104385
312,SRP,0.0080645158886909
614,16S rRNA,0.0
120,5S rRNA,0.0
378,tmRNA,0.0068965512327849
74,tRNA,0.072727270424366
118,5S rRNA,0.0430107526481151
120,5S rRNA,0.0
76,tRNA,0.0338983051478862
363,tmRNA,0.0074626863934099
1870,16S rRNA,0.0
108,5S rRNA,0.0259740259498357
298,RNaseP,0.0
105,SRP,0.1000000014901161
331,RNaseP,0.0
118,5S rRNA,0.0240963846445083
101,SRP,0.0987654328346252
98,SRP,0.0555555559694767
77,tRNA,0.0344827584922313
76,tRNA,0.1034482717514038
119,5S rRNA,0.0659340694546699
117,5S rRNA,0.0243902448564767
299,RNaseP,0.0099009899422526
270,SRP,0.0
327,tmRNA,0.0408163256943225
467,telomerase,0.0
270,SRP,0.0
123,5S rRNA,0.0434782616794109
117,SRP,0.0430107526481151
120,5S rRNA,0.0222222227603197
118,5S rRNA,0.0
120,5S rRNA,0.0
120,5S rRNA,0.0
117,5S rRNA,0.0459770113229751
119,5S rRNA,0.0465116277337074
274,SRP,0.0
97,SRP,0.0810810849070549
120,5S rRNA,0.0645161271095275
118,5S rRNA,0.0232558157294988
39,SRP,0.1666666716337204
119,5S rRNA,0.0
270,SRP,0.0
91,SRP,0.0
270,SRP,0.0186915881931781
301,SRP,0.0
118,5S rRNA,0.0
104,SRP,0.0714285671710968
362,tmRNA,0.0
308,group I intron,0.0095238098874688
108,SRP,0.0769230797886848
119,5S rRNA,0.0215053763240575
376,tmRNA,0.0
110,5S rRNA,0.0240963865071535
365,RNaseP,0.0218978133052587
76,tRNA,0.0740740746259689
605,group I intron,0.0150753781199455
508,telomerase,0.0
210,group I intron,0.0125786168500781
116,5S rRNA,0.0
465,RNaseP,0.0125786168500781
121,5S rRNA,0.0430107563734054
354,tmRNA,0.0142348753288388
62,SRP,0.0
120,5S rRNA,0.0
85,tRNA,0.0
311,RNaseP,0.0090497732162475
306,SRP,0.0
119,5S rRNA,0.0215053763240575
374,tmRNA,0.0
120,5S rRNA,0.0
75,tRNA,0.0350877195596694
364,tmRNA,0.0224719084799289
350,tmRNA,0.022641509771347
126,5S rRNA,0.0206185560673475
617,group I intron,0.0
319,SRP,0.0162601619958877
119,5S rRNA,0.0430107526481151
119,5S rRNA,0.0444444455206394
405,RNaseP,0.0068965521641075
218,SRP,0.0
118,5S rRNA,0.0439560413360595
120,5S rRNA,0.0
119,5S rRNA,0.0659340694546699
293,RNaseP,0.0098522175103425
78,tRNA,0.036363635212183
409,group I intron,0.0
302,SRP,0.0
297,SRP,0.0
366,tmRNA,0.0070671373978257
411,SRP,0.0120481923222541
129,5S rRNA,0.0210526324808597
304,SRP,0.0081632658839225
421,tmRNA,0.0194805189967155
104,SRP,0.0821917802095413
306,SRP,0.0254237279295921
120,5S rRNA,0.0212765950709581
119,5S rRNA,0.0215053763240575
103,SRP,0.0540540516376495
77,tRNA,0.0357142835855484
138,SRP,0.0
366,tmRNA,0.0
355,tmRNA,0.0075757568702101
411,RNaseP,0.0068259388208389
119,5S rRNA,0.02197802439332
563,16S rRNA,0.0050632911734282
99,SRP,0.0256410259753465
77,tRNA,0.0689655169844627
269,SRP,0.0186915881931781
77,tRNA,0.0714285671710968
101,SRP,0.0779220834374427
119,5S rRNA,0.0
363,tmRNA,0.0
287,SRP,0.0
102,5S rRNA,0.0
117,5S rRNA,0.0493827164173126
302,SRP,0.0
118,5S rRNA,0.02197802439332
118,5S rRNA,0.0659340694546699
339,RNaseP,0.0081967208534479
119,5S rRNA,0.0430107526481151
116,5S rRNA,0.0229885075241327
120,5S rRNA,0.0430107526481151
118,5S rRNA,0.0217391289770603
311,SRP,0.0238095242530107
78,tRNA,0.0
376,RNaseP,0.0153256710618734
119,5S rRNA,0.02197802439332
341,RNaseP,0.0081632658839225
117,SRP,0.0
120,5S rRNA,0.0215053763240575
120,5S rRNA,0.0222222208976745
85,tRNA,0.0634920597076416
120,5S rRNA,0.0210526306182146
103,SRP,0.0256410278379917
360,RNaseP,0.015810277312994
115,5S rRNA,0.0224719122052192
120,5S rRNA,0.0212765950709581
119,5S rRNA,0.0
323,tmRNA,0.0
116,5S rRNA,0.0487804897129535
75,tRNA,0.0370370373129844
244,SRP,0.0
122,5S rRNA,0.0
351,RNaseP,0.0
120,5S rRNA,0.0425531938672065
397,telomerase,0.0
407,tmRNA,0.0
88,SRP,0.0
298,SRP,0.0
147,16S rRNA,0.0185185186564922
271,SRP,0.0090909097343683
116,5S rRNA,0.0449438244104385
439,group I intron,0.0061919502913951
370,tmRNA,0.0210526306182146
420,tmRNA,0.0192926041781902
301,RNaseP,0.0
353,tmRNA,0.0221402235329151
116,5S rRNA,0.0
299,SRP,0.0
77,tRNA,0.0338983051478862
401,RNaseP,0.0
370,tmRNA,0.0
359,tmRNA,0.0
101,SRP,0.0800000056624412
117,5S rRNA,0.0952380895614624
326,RNaseP,0.0086956527084112
119,5S rRNA,0.0430107526481151
286,SRP,0.0
100,SRP,0.0
389,RNaseP,0.007092198356986
117,5S rRNA,0.0
408,group I intron,0.0
115,5S rRNA,0.0229885056614875
120,5S rRNA,0.0425531938672065
120,5S rRNA,0.0212765969336032
359,tmRNA,0.060810811817646
77,tRNA,0.0
270,SRP,0.0095238089561462
71,tRNA,0.0370370410382747
269,SRP,0.0
118,5S rRNA,0.0439560450613498
605,16S rRNA,0.0
120,5S rRNA,0.0
120,5S rRNA,0.0219780225306749
116,SRP,0.0493827164173126
76,tRNA,0.0
380,group I intron,0.0
381,tmRNA,0.0
98,SRP,0.0307692307978868
138,SRP,0.0
120,5S rRNA,0.0
131,5S rRNA,0.0212765950709581
118,5S rRNA,0.0
119,5S rRNA,0.0227272734045982
302,SRP,0.0
120,5S rRNA,0.0
76,tRNA,0.0701754391193389
81,SRP,0.0
121,5S rRNA,0.02197802439332
118,5S rRNA,0.0
121,5S rRNA,0.0439560487866401
119,5S rRNA,0.0
103,SRP,0.0256410259753465
98,SRP,0.0259740259498357
117,5S rRNA,0.0487804897129535
376,RNaseP,0.0071942447684705
485,16S rRNA,0.0112676052376627
119,5S rRNA,0.0
117,5S rRNA,0.0227272734045982
77,tRNA,0.0689655169844627
162,16S rRNA,0.0
397,tmRNA,0.0198675505816936
1995,16S rRNA,0.0
88,SRP,0.0377358458936214
240,SRP,0.0103626949712634
117,SRP,0.1632653027772903
290,RNaseP,0.0102040823549032
98,SRP,0.0845070481300354
497,16S rRNA,0.0
74,tRNA,0.0701754465699195
366,tmRNA,0.0225563906133174
120,5S rRNA,0.0224719084799289
454,group I intron,0.0
524,SRP,0.0046620047651231
365,tmRNA,0.0072992700152099
76,tRNA,0.0350877195596694
77,tRNA,0.0350877195596694
288,SRP,0.0
64,tRNA,0.1739130318164825
123,5S rRNA,0.0625
121,5S rRNA,0.0210526306182146
483,16S rRNA,0.0226628873497247
102,SRP,0.0273972600698471
119,5S rRNA,0.0638297870755195
345,tmRNA,0.0074626873247325
343,RNaseP,0.0165289249271154
364,tmRNA,0.0071174376644194
297,SRP,0.0
405,tmRNA,0.0200000014156103
357,tmRNA,0.0071942447684705
498,16S rRNA,0.0211640205234289
299,SRP,0.0
107,SRP,0.0526315793395042
340,RNaseP,0.0082987546920776
398,RNaseP,0.0
116,5S rRNA,0.0
120,5S rRNA,0.0851063802838325
119,5S rRNA,0.0
119,5S rRNA,0.0
117,SRP,0.0430107526481151
420,tmRNA,0.012861737050116
77,tRNA,0.0
268,SRP,0.0279069766402244
87,tRNA,0.0634920597076416
434,RNaseP,0.0061162081547081
115,5S rRNA,0.0238095223903656
269,SRP,0.0
126,5S rRNA,0.020833333954215
120,5S rRNA,0.0919540226459503
120,5S rRNA,0.0212765969336032
494,group I intron,0.0
344,RNaseP,0.0081632649526
308,RNaseP,0.0
116,5S rRNA,0.0470588244497776
368,tmRNA,0.0074626863934099
116,5S rRNA,0.0232558157294988
92,SRP,0.0540540516376495
299,SRP,0.0
211,group I intron,0.0
369,tmRNA,0.0147601477801799
99,SRP,0.0634920597076416
119,5S rRNA,0.0
270,SRP,0.0
64,SRP,0.0
120,5S rRNA,0.0652173981070518
368,tmRNA,0.0
89,tRNA,0.0322580635547637
421,tmRNA,0.0
299,SRP,0.0
119,5S rRNA,0.0645161271095275
76,tRNA,0.0
120,5S rRNA,0.0421052612364292
77,SRP,0.1568627506494522
299,SRP,0.0
67,SRP,0.0
75,tRNA,0.0370370410382747
330,SRP,0.0150943389162421
119,5S rRNA,0.0219780206680297
119,5S rRNA,0.0217391308397054
85,tRNA,0.0645161271095275
341,RNaseP,0.0078431377187371
